Chest,Waist,Pelvis,Bicep,Thigh,Shoulder to wrist,Leg,Calf,Wrist,Shoulder to shoulder
2.730194,0.00340271,0.46450043,2.2920895,0.08883667,0.65159607,0.366127,0.76252365,0.74081516,1.6133575
3.0392303,2.439682,4.1106186,0.025096893,2.2924614,0.092430115,1.0975723,0.8151512,1.526372,1.7943687
5.6059875,2.801712,3.570877,0.06226921,2.8262024,0.51904297,1.4382019,0.6694908,0.8464403,2.1290283
2.9644775,0.0671463,0.9233475,0.10423851,2.1732178,0.48012924,1.0966415,0.30866623,0.7207937,0.68066406
2.6166382,0.28046417,3.7714157,1.3276005,1.5377388,0.5095749,1.8763809,0.76730347,0.4416275,2.413086
1.1935577,0.6999359,4.377083,1.5484486,1.4208946,0.4640274,0.13745117,1.0723572,0.40100574,3.216833
2.2790527,2.1410675,2.2121124,0.078424454,0.89424133,0.21084595,0.5666275,1.8534584,0.2544346,1.4631119
4.194519,1.8671722,2.7955246,0.72179604,1.060852,0.31881332,1.7958832,0.2049942,0.5425873,2.188797
5.8507843,1.8840637,2.005394,0.05729866,1.5538826,1.0555954,1.5516815,0.8897705,0.005206108,1.4189148
6.8531647,0.6810913,3.750183,1.4259701,1.6576157,0.60910034,2.1048431,0.40269852,0.17118645,1.5620689
6.107315,1.011116,2.616356,0.7015209,1.6556511,0.4804535,3.2708435,0.5254326,0.35633278,2.5403671
4.0025787,1.8684769,0.096343994,3.2692928,0.53956985,0.0011520386,2.1933594,0.44919586,0.16187859,1.3801193
1.9342346,1.0481033,3.0493164,1.1550026,2.6538162,2.1813278,0.020004272,0.14789581,0.062062263,1.6823235
5.308319,3.7227478,1.2829514,1.6809273,0.30472565,0.40123367,1.6978073,0.5281563,0.718791,2.337307
3.51799,2.3122864,0.63451385,1.4169254,1.3456345,1.3306198,1.1259842,0.75735855,0.16310692,1.664875
2.357544,1.7563019,1.4484253,3.4553356,0.24563217,1.381546,1.0158463,1.1073952,0.46911812,1.580719
1.0763092,1.6850815,1.7129898,2.6148148,0.14525604,0.79011536,3.0194626,0.79174423,0.038776398,1.3698273
